gender,race/ethnicity,parental level of education,test preparation course,math score,reading score,writing score,current_score,study_hours_per_week,attendance_rate,participation_level,homework_completion,extracurricular_activities,sleep_hours_per_night,internet_access,previous_grade
female,group C,some college,none,54,64,65,61.0,9.2,88.8,medium,rarely,no,7.3,yes,C
female,group A,some high school,none,48,66,65,59.67,7.6,94.9,medium,sometimes,no,7.0,yes,F
male,group C,some college,none,58,57,54,56.33,8.5,79.9,low,sometimes,yes,5.0,no,F
male,group A,some high school,none,71,62,50,61.0,12.4,83.7,low,rarely,no,7.9,yes,B
male,group E,bachelor's degree,none,68,68,64,66.67,10.1,89.2,medium,sometimes,no,6.2,yes,D
female,group E,high school,none,74,76,73,74.33,12.3,85.9,low,sometimes,yes,7.6,yes,B
female,group C,bachelor's degree,completed,92,100,99,97.0,28.5,100.0,high,always,yes,8.6,yes,B
female,group C,bachelor's degree,completed,56,79,72,69.0,9.8,100.0,high,sometimes,no,8.0,no,B
male,group B,high school,none,30,24,15,23.0,7.7,74.6,low,rarely,yes,6.6,yes,F
male,group A,some high school,none,53,54,48,51.67,2.0,83.4,low,rarely,yes,5.4,yes,C
female,group D,high school,none,69,77,73,73.0,14.2,91.9,high,always,no,6.7,yes,C
female,group D,some high school,none,65,82,81,76.0,10.6,91.3,medium,often,yes,8.6,yes,B
female,group D,master's degree,none,54,60,63,59.0,6.2,81.1,high,rarely,no,6.1,yes,F
female,group C,high school,none,29,29,30,29.33,4.0,87.0,low,sometimes,yes,6.0,yes,F
female,group E,some college,none,76,78,80,78.0,19.1,100.0,high,sometimes,yes,7.6,yes,B
male,group D,high school,none,60,57,51,56.0,10.4,81.9,medium,rarely,yes,6.0,yes,D
male,group D,master's degree,completed,84,89,90,87.67,27.9,92.3,high,often,yes,7.8,yes,A
male,group C,some high school,none,75,72,62,69.67,14.6,100.0,medium,rarely,yes,6.8,no,B
female,group C,associate's degree,none,85,84,82,83.67,17.6,90.1,high,often,no,7.7,yes,A
female,group C,master's degree,none,40,58,54,50.67,3.2,95.7,high,sometimes,no,6.6,yes,D
female,group E,some college,none,61,64,62,62.33,8.1,93.5,low,rarely,no,7.6,yes,B
female,group B,associate's degree,none,58,63,65,62.0,7.0,85.4,low,sometimes,no,7.4,yes,D
male,group D,some college,completed,69,60,63,64.0,7.0,90.7,high,rarely,yes,7.8,yes,C
female,group C,some college,none,58,59,66,61.0,5.3,94.1,low,rarely,no,6.5,yes,B
male,group C,bachelor's degree,completed,94,90,91,91.67,17.9,96.5,medium,always,yes,8.0,yes,A
female,group C,associate's degree,none,65,77,74,72.0,19.3,87.2,high,often,no,7.1,no,B
female,group A,associate's degree,none,82,93,93,89.33,25.7,93.7,medium,always,yes,7.7,yes,A
female,group C,high school,none,60,68,72,66.67,14.5,97.0,medium,often,yes,6.5,yes,C
female,group E,bachelor's degree,none,37,45,38,40.0,8.0,91.7,low,rarely,no,5.9,yes,D
male,group D,bachelor's degree,none,88,78,83,83.0,19.1,99.0,high,always,yes,7.9,no,A
male,group D,master's degree,none,95,81,84,86.67,30.9,100.0,high,always,no,8.7,yes,A
male,group C,associate's degree,completed,65,73,68,68.67,9.0,96.4,medium,often,yes,7.3,yes,C
female,group C,high school,none,35,61,54,50.0,6.4,80.7,low,sometimes,no,5.4,no,D
male,group B,bachelor's degree,none,62,63,56,60.33,14.6,88.7,medium,often,no,7.4,yes,C
male,group C,high school,completed,58,51,52,53.67,3.0,82.0,low,rarely,no,5.5,yes,F
male,group A,some college,completed,100,96,86,94.0,26.0,94.4,high,always,no,8.5,no,A
female,group E,bachelor's degree,none,61,58,62,60.33,8.4,93.1,low,often,yes,6.7,no,C
male,group D,some college,completed,100,97,99,98.67,22.9,100.0,high,always,no,7.2,yes,B
male,group B,associate's degree,completed,69,70,63,67.33,6.8,91.1,low,often,no,7.3,yes,C
male,group D,associate's degree,none,61,48,46,51.67,2.3,83.7,medium,sometimes,no,5.9,no,D
male,group D,some college,none,49,57,46,50.67,9.4,87.4,low,rarely,no,5.2,yes,D
female,group C,some high school,completed,44,51,55,50.0,6.5,88.7,low,rarely,no,6.9,yes,F
male,group D,some college,none,67,64,70,67.0,12.6,94.2,low,sometimes,no,7.2,yes,C
male,group B,high school,none,79,60,65,68.0,8.3,93.1,low,often,yes,6.2,yes,C
female,group B,bachelor's degree,completed,66,74,81,73.67,14.4,90.1,medium,often,no,7.8,yes,B
female,group C,high school,none,75,88,85,82.67,17.4,88.3,high,often,no,7.0,yes,B
male,group D,some high school,none,84,84,80,82.67,14.9,89.3,high,often,yes,7.5,yes,A
male,group A,high school,none,71,74,64,69.67,5.7,85.3,high,sometimes,yes,7.0,yes,B
female,group B,high school,completed,67,80,81,76.0,15.8,87.7,low,sometimes,no,7.2,yes,B
female,group D,some high school,completed,80,92,88,86.67,31.9,94.1,high,often,yes,8.2,yes,A
male,group E,some college,none,86,76,74,78.67,13.2,88.4,medium,sometimes,no,8.9,no,C
female,group D,associate's degree,none,76,74,73,74.33,16.0,98.8,medium,always,no,7.0,yes,B
male,group D,high school,none,41,52,51,48.0,4.5,94.5,low,rarely,no,6.2,yes,C
female,group D,associate's degree,completed,74,88,90,84.0,13.4,100.0,high,often,yes,7.0,no,A
female,group B,some high school,none,72,81,79,77.33,16.0,87.4,medium,always,yes,7.3,yes,B
female,group E,high school,completed,74,79,80,77.67,14.1,100.0,medium,always,yes,7.3,yes,B
male,group B,high school,none,70,65,60,65.0,14.1,96.9,medium,sometimes,yes,7.5,yes,C
female,group B,bachelor's degree,completed,65,81,81,75.67,16.2,86.0,medium,often,yes,9.0,yes,A
female,group D,associate's degree,none,59,70,65,64.67,7.0,96.9,medium,sometimes,yes,6.1,yes,D
female,group E,high school,none,64,62,68,64.67,13.9,83.3,medium,often,yes,7.7,yes,D
female,group B,high school,none,50,53,55,52.67,8.0,96.4,medium,rarely,no,5.6,yes,D
female,group D,some college,completed,69,79,81,76.33,17.7,100.0,medium,always,no,7.1,yes,B
male,group C,some high school,completed,51,56,53,53.33,4.4,97.4,medium,sometimes,no,5.8,no,D
female,group A,high school,completed,68,80,76,74.67,18.7,88.5,high,often,yes,7.5,yes,B
female,group D,some college,completed,85,86,98,89.67,23.9,100.0,high,often,yes,7.9,yes,A
female,group A,associate's degree,completed,65,70,74,69.67,9.0,84.4,medium,often,yes,7.2,yes,C
female,group B,some high school,none,73,79,79,77.0,17.0,93.9,medium,sometimes,yes,8.3,yes,B
female,group B,some college,none,62,67,67,65.33,14.8,90.2,medium,often,no,7.2,yes,D
male,group C,associate's degree,none,77,67,64,69.33,9.6,92.6,medium,often,no,6.2,no,C
male,group D,some high school,none,69,66,61,65.33,5.7,92.8,medium,often,yes,7.7,yes,B
female,group D,associate's degree,none,43,60,58,53.67,9.8,88.1,low,rarely,no,5.6,yes,C
male,group D,associate's degree,none,90,87,85,87.33,21.0,100.0,high,always,yes,7.7,no,A
male,group C,some college,none,74,77,73,74.67,19.9,94.6,low,always,no,7.4,no,A
male,group C,some high school,none,73,66,63,67.33,6.0,96.9,medium,rarely,yes,6.0,yes,B
female,group D,some college,none,55,71,69,65.0,9.7,93.8,medium,rarely,no,6.0,yes,D
female,group C,high school,none,65,69,67,67.0,9.3,93.0,medium,sometimes,no,7.8,yes,C
male,group D,associate's degree,none,80,63,63,68.67,14.3,100.0,medium,sometimes,yes,7.9,yes,C
female,group C,some high school,completed,50,60,60,56.67,7.8,84.5,medium,often,yes,6.2,yes,C
female,group C,some college,completed,63,73,71,69.0,9.4,93.2,medium,sometimes,yes,6.6,no,D
female,group B,bachelor's degree,none,77,85,87,83.0,13.3,99.1,high,sometimes,no,8.9,yes,A
male,group C,some college,none,73,74,61,69.33,14.6,93.9,low,sometimes,no,7.4,yes,D
male,group D,associate's degree,completed,81,72,77,76.67,12.9,96.3,medium,often,yes,9.0,no,B
female,group C,high school,none,66,76,68,70.0,16.0,87.9,medium,always,no,8.0,yes,B
male,group D,associate's degree,none,52,57,50,53.0,8.2,81.1,low,rarely,no,6.6,yes,D
female,group C,some college,none,69,78,76,74.33,15.8,91.6,high,often,yes,7.0,yes,A
female,group C,associate's degree,completed,65,84,84,77.67,16.5,96.1,medium,always,yes,8.7,yes,B
female,group D,high school,completed,69,77,78,74.67,18.7,96.6,high,often,yes,6.9,yes,C
female,group B,some college,completed,50,64,66,60.0,7.4,99.3,high,sometimes,yes,7.8,no,C
female,group E,some college,completed,73,78,76,75.67,13.2,95.7,medium,often,no,7.1,yes,B
female,group C,some high school,completed,70,82,76,76.0,13.5,91.6,medium,often,yes,7.6,no,B
male,group D,associate's degree,none,81,75,78,78.0,14.4,97.5,high,often,yes,8.4,yes,A
male,group D,some college,none,63,61,60,61.33,11.8,81.7,medium,often,yes,7.7,yes,D
female,group D,high school,none,67,72,74,71.0,14.6,88.0,low,always,yes,6.4,yes,B
male,group B,high school,none,60,68,60,62.67,10.4,83.4,low,sometimes,yes,6.8,yes,C
male,group B,high school,none,62,55,54,57.0,8.7,86.8,high,often,no,5.5,yes,D
female,group C,some high school,completed,29,40,44,37.67,4.1,82.7,medium,sometimes,no,5.7,yes,D
male,group B,some college,completed,62,66,68,65.33,5.6,95.8,low,sometimes,yes,7.4,yes,C
female,group E,master's degree,completed,94,99,100,97.67,31.2,98.4,high,always,yes,9.0,yes,A
male,group E,some college,completed,85,75,68,76.0,16.1,100.0,low,always,yes,7.5,yes,B
male,group D,associate's degree,none,77,78,73,76.0,15.8,100.0,medium,always,yes,7.1,yes,B
male,group A,high school,none,53,58,44,51.67,4.5,80.9,medium,rarely,yes,5.9,yes,F
male,group E,some college,none,93,90,83,88.67,32.4,100.0,medium,always,no,8.5,yes,A
female,group C,associate's degree,none,49,53,53,51.67,8.7,88.8,medium,rarely,no,5.1,yes,C
female,group E,associate's degree,none,73,76,78,75.67,14.4,91.1,medium,sometimes,yes,8.6,yes,A
female,group C,bachelor's degree,completed,66,74,81,73.67,11.5,100.0,medium,often,yes,7.3,no,C
female,group D,associate's degree,none,77,77,73,75.67,16.3,86.7,low,sometimes,yes,7.3,yes,B
female,group C,some high school,none,49,63,56,56.0,14.4,90.9,high,often,yes,6.5,yes,D
female,group D,some college,none,79,89,86,84.67,13.4,100.0,high,often,no,7.0,yes,B
female,group C,associate's degree,completed,75,82,90,82.33,18.4,100.0,high,sometimes,no,8.3,yes,A
female,group A,bachelor's degree,none,59,72,70,67.0,11.5,100.0,high,sometimes,yes,6.7,no,C
female,group D,associate's degree,completed,57,78,79,71.33,14.6,84.9,medium,often,no,7.3,yes,B
male,group C,high school,none,66,66,59,63.67,5.7,100.0,low,sometimes,yes,7.4,yes,C
female,group E,bachelor's degree,completed,79,81,82,80.67,12.7,93.2,medium,always,yes,8.2,no,B
female,group B,some high school,none,57,67,72,65.33,9.5,91.0,low,sometimes,no,6.5,yes,D
male,group A,bachelor's degree,completed,87,84,87,86.0,32.5,93.5,high,often,yes,8.8,no,B
female,group D,some college,none,63,64,67,64.67,5.5,98.4,medium,sometimes,no,6.2,yes,C
female,group B,some high school,completed,59,63,64,62.0,6.9,84.4,low,rarely,no,7.7,yes,B
male,group A,bachelor's degree,none,62,72,65,66.33,10.7,98.5,medium,sometimes,no,6.5,yes,C
male,group D,high school,none,46,34,36,38.67,7.0,84.5,medium,sometimes,yes,5.7,yes,C
male,group C,some college,none,66,59,52,59.0,11.8,96.8,high,sometimes,yes,5.2,no,D
male,group D,high school,none,89,87,79,85.0,27.4,100.0,high,always,yes,8.5,no,A
female,group D,associate's degree,completed,42,61,58,53.67,7.1,84.2,high,rarely,no,5.3,yes,C
male,group C,some college,completed,93,84,90,89.0,19.7,99.6,high,always,yes,8.5,yes,B
female,group E,some high school,completed,80,85,85,83.33,11.5,100.0,high,sometimes,yes,8.2,yes,A
female,group D,some college,none,98,100,99,99.0,24.0,100.0,high,always,yes,7.7,yes,A
male,group D,master's degree,none,81,81,84,82.0,19.2,92.6,high,sometimes,yes,8.8,yes,B
female,group B,some high school,completed,60,70,74,68.0,9.5,100.0,medium,sometimes,yes,6.6,yes,B
female,group B,associate's degree,completed,76,94,87,85.67,17.1,97.0,high,often,yes,8.3,yes,A
male,group C,associate's degree,completed,73,78,72,74.33,11.7,100.0,high,often,no,7.1,yes,B
female,group C,associate's degree,completed,96,96,99,97.0,27.6,97.7,medium,always,no,8.1,no,B
female,group C,high school,none,76,76,74,75.33,11.6,98.9,medium,always,no,8.4,yes,B
male,group E,associate's degree,completed,91,73,80,81.33,11.1,100.0,high,often,yes,7.9,yes,A
female,group C,some college,none,62,72,70,68.0,12.6,100.0,high,rarely,no,7.5,yes,B
male,group D,some high school,completed,55,59,59,57.67,7.7,97.5,medium,often,yes,6.4,yes,D
female,group B,some high school,completed,74,90,88,84.0,16.3,90.9,high,often,yes,7.8,yes,A
male,group C,high school,none,50,48,42,46.67,2.1,93.7,low,sometimes,no,5.4,yes,D
male,group B,some college,none,47,43,41,43.67,9.7,92.9,low,sometimes,yes,7.0,no,C
male,group E,some college,completed,81,74,71,75.33,13.0,87.1,medium,always,yes,7.2,yes,C
female,group E,associate's degree,completed,65,75,77,72.33,16.3,92.4,low,always,no,6.6,yes,A
male,group E,some high school,completed,68,51,57,58.67,6.2,91.2,high,sometimes,no,5.9,yes,D
female,group D,high school,none,73,92,84,83.0,11.7,94.9,high,sometimes,yes,8.1,no,A
male,group C,some college,none,53,39,37,43.0,8.5,83.0,medium,rarely,no,5.8,yes,D
female,group B,associate's degree,completed,68,77,80,75.0,14.2,87.9,low,sometimes,no,7.5,yes,B
male,group A,some high school,none,55,46,43,48.0,4.6,86.1,low,sometimes,no,6.7,yes,D
female,group C,some college,completed,87,89,94,90.0,17.9,90.2,medium,always,yes,8.0,yes,A
male,group D,some high school,none,55,47,44,48.67,7.7,85.1,medium,rarely,no,6.2,yes,C
female,group E,some college,none,53,58,57,56.0,11.3,95.3,medium,sometimes,no,6.3,yes,D
male,group C,master's degree,none,67,57,59,61.0,7.0,92.9,low,often,no,7.0,yes,D
male,group C,associate's degree,none,92,79,84,85.0,31.0,97.4,high,always,yes,7.4,yes,A
female,group B,some college,completed,53,66,73,64.0,14.1,88.0,high,sometimes,no,7.1,yes,C
male,group D,associate's degree,none,81,71,73,75.0,11.0,97.5,medium,always,yes,7.3,yes,C
male,group C,high school,none,61,60,55,58.67,12.1,87.9,medium,rarely,no,6.3,yes,D
male,group D,bachelor's degree,none,80,73,72,75.0,11.1,100.0,low,always,yes,8.4,yes,B
female,group A,associate's degree,none,37,57,56,50.0,6.9,94.5,low,rarely,yes,7.0,yes,D
female,group C,high school,none,81,84,82,82.33,16.8,91.7,high,often,yes,7.5,yes,B
female,group C,associate's degree,completed,59,73,72,68.0,14.7,89.5,medium,rarely,no,7.7,yes,B
male,group B,some college,none,55,55,47,52.33,8.3,89.8,low,sometimes,yes,5.7,yes,F
male,group D,associate's degree,none,72,79,74,75.0,14.0,100.0,medium,always,yes,8.8,no,A
male,group D,high school,none,69,75,71,71.67,19.4,100.0,high,often,no,7.7,yes,C
male,group C,some college,none,69,64,68,67.0,5.5,85.3,medium,sometimes,no,6.0,no,B
female,group C,bachelor's degree,none,50,60,59,56.33,6.4,79.1,medium,often,no,6.6,yes,D
male,group B,some college,completed,87,84,86,85.67,24.2,98.5,medium,always,yes,8.5,yes,A
male,group D,some high school,completed,71,69,68,69.33,11.5,86.6,high,sometimes,yes,7.9,yes,B
male,group E,some college,none,68,72,65,68.33,11.3,87.8,high,often,no,7.0,yes,C
male,group C,master's degree,completed,79,77,75,77.0,11.3,96.6,medium,sometimes,yes,8.7,no,A
female,group C,some high school,completed,77,90,85,84.0,10.9,93.3,high,sometimes,no,7.2,yes,A
male,group C,associate's degree,none,58,55,53,55.33,12.9,83.1,medium,sometimes,no,6.7,yes,F
female,group E,associate's degree,none,84,95,92,90.33,26.9,92.7,high,often,no,8.5,yes,A
male,group D,some college,none,55,58,52,55.0,13.1,97.1,medium,often,no,5.8,no,D
male,group E,bachelor's degree,completed,70,68,72,70.0,14.7,93.1,high,always,no,6.7,yes,B
female,group D,some college,completed,52,59,65,58.67,7.4,95.4,medium,sometimes,yes,5.5,no,D
male,group B,some college,completed,69,77,77,74.33,11.7,94.0,medium,sometimes,yes,7.1,yes,B
female,group C,high school,none,53,72,64,63.0,9.5,100.0,low,sometimes,yes,6.9,yes,C
female,group D,some high school,none,48,58,54,53.33,7.7,78.2,medium,sometimes,yes,6.1,yes,D
male,group D,some high school,completed,78,81,86,81.67,10.5,100.0,medium,always,yes,8.4,yes,B
female,group B,high school,none,62,62,63,62.33,6.3,84.3,medium,rarely,yes,7.9,no,C
male,group D,some college,none,60,63,59,60.67,14.2,91.1,low,often,no,8.0,yes,C
female,group B,high school,none,74,72,72,72.67,10.5,86.5,low,always,no,7.6,yes,B
female,group C,high school,completed,58,75,77,70.0,11.5,89.0,medium,always,no,6.2,yes,A
male,group B,high school,completed,76,62,60,66.0,9.1,100.0,medium,often,no,6.7,yes,D
female,group D,some high school,none,68,71,75,71.33,17.8,87.1,medium,often,no,7.9,yes,B
male,group A,some college,none,58,60,57,58.33,5.5,80.7,low,rarely,no,6.4,yes,F
male,group B,high school,none,52,48,49,49.67,3.2,82.6,low,rarely,yes,6.0,yes,F
male,group D,bachelor's degree,none,75,73,74,74.0,10.6,87.5,low,always,yes,7.7,yes,B
female,group B,some high school,completed,52,67,72,63.67,10.6,84.6,low,sometimes,no,6.4,yes,D
female,group C,bachelor's degree,none,62,78,79,73.0,10.2,100.0,high,often,yes,6.3,yes,B
male,group B,some college,none,66,65,60,63.67,12.8,100.0,medium,rarely,yes,7.7,yes,B
female,group B,some high school,none,49,58,55,54.0,7.6,86.1,high,sometimes,yes,6.9,yes,D
female,group B,high school,none,66,72,70,69.33,9.0,84.1,medium,rarely,no,6.7,yes,D
female,group C,some college,none,35,44,43,40.67,3.2,80.9,low,rarely,no,6.4,yes,D
female,group A,some college,completed,72,79,82,77.67,11.1,98.5,low,always,no,7.8,yes,C
male,group E,associate's degree,completed,94,85,82,87.0,26.1,92.5,high,always,yes,8.3,no,B
female,group D,associate's degree,none,46,56,57,53.0,9.4,79.6,medium,sometimes,no,6.2,yes,D
female,group B,master's degree,none,77,90,84,83.67,17.2,89.6,high,sometimes,yes,7.0,yes,A
female,group B,high school,completed,76,85,82,81.0,16.2,100.0,high,often,yes,8.7,yes,B
female,group C,associate's degree,completed,52,59,62,57.67,13.4,89.2,high,rarely,yes,6.3,yes,F
male,group C,bachelor's degree,completed,91,81,79,83.67,10.7,98.9,high,always,yes,7.7,no,A
female,group B,some high school,completed,32,51,44,42.33,8.6,85.4,medium,sometimes,yes,6.1,no,D
female,group E,some high school,none,72,79,77,76.0,19.7,94.4,low,often,no,7.6,no,C
female,group B,some college,none,19,38,32,29.67,4.8,71.6,medium,rarely,no,5.9,yes,D
male,group C,associate's degree,none,68,65,61,64.67,8.8,90.4,low,sometimes,no,7.6,yes,C
female,group C,master's degree,none,52,65,61,59.33,11.7,85.2,low,often,no,6.2,yes,C
female,group B,high school,none,48,62,60,56.67,11.2,89.1,medium,sometimes,yes,5.4,no,D
female,group D,some college,none,60,66,70,65.33,9.7,82.8,low,often,no,7.0,yes,C
male,group D,high school,none,66,74,69,69.67,6.7,87.0,medium,sometimes,yes,7.3,yes,D
male,group E,some high school,completed,89,84,77,83.33,14.2,89.2,high,always,yes,8.4,yes,A
female,group B,high school,none,42,52,51,48.33,2.3,87.5,medium,sometimes,no,5.9,no,D
female,group E,associate's degree,completed,57,68,73,66.0,5.6,91.3,medium,sometimes,no,7.2,yes,B
male,group D,high school,none,70,70,70,70.0,15.0,99.9,medium,often,no,7.8,yes,A
female,group E,associate's degree,none,70,84,81,78.33,17.4,100.0,high,always,yes,8.1,yes,B
male,group E,some college,none,69,60,54,61.0,9.6,92.9,medium,often,yes,7.1,yes,C
female,group C,associate's degree,none,52,55,57,54.67,8.0,92.1,high,rarely,no,5.7,yes,F
male,group C,some high school,completed,67,73,68,69.33,11.8,100.0,medium,often,yes,7.8,yes,C
male,group C,some high school,completed,76,80,73,76.33,15.1,100.0,low,often,no,7.8,yes,B
female,group E,associate's degree,none,87,94,95,92.0,22.7,100.0,high,always,no,7.9,yes,A
female,group B,some college,none,82,85,87,84.67,14.4,91.4,high,always,yes,8.2,yes,B
female,group C,some college,none,73,76,78,75.67,18.8,95.5,high,often,yes,7.2,yes,B
male,group A,some college,none,75,81,74,76.67,12.7,86.0,high,sometimes,yes,8.1,no,B
female,group D,some college,none,64,74,75,71.0,10.6,94.7,high,always,no,6.6,no,A
female,group E,high school,none,41,45,40,42.0,6.9,82.1,low,rarely,yes,6.4,no,C
male,group C,high school,none,90,75,69,78.0,18.1,87.1,medium,sometimes,no,8.5,yes,C
male,group B,bachelor's degree,none,59,54,51,54.67,7.2,97.6,medium,sometimes,no,5.2,yes,C
male,group A,some high school,none,51,31,36,39.33,6.7,82.8,low,rarely,yes,6.0,no,D
male,group A,high school,none,45,47,49,47.0,5.4,90.0,low,rarely,no,5.4,no,C
female,group C,master's degree,completed,54,64,67,61.67,8.7,81.1,low,often,yes,6.2,yes,B
male,group E,some high school,completed,87,84,76,82.33,10.8,100.0,high,always,no,8.4,yes,B
female,group C,high school,none,72,80,83,78.33,18.5,100.0,medium,often,no,8.5,no,A
male,group B,some high school,completed,94,86,87,89.0,19.5,93.9,high,often,yes,9.0,yes,B
female,group A,bachelor's degree,none,45,59,64,56.0,8.7,95.5,medium,often,no,5.0,yes,C
male,group D,bachelor's degree,completed,61,70,76,69.0,11.7,100.0,medium,sometimes,yes,7.6,no,C
female,group B,high school,none,60,72,68,66.67,9.9,83.9,medium,sometimes,yes,6.9,yes,C
female,group C,some high school,none,77,91,88,85.33,26.7,88.6,high,always,yes,7.1,yes,B
female,group A,some high school,completed,85,90,92,89.0,19.8,96.1,medium,always,yes,7.7,yes,A
female,group D,bachelor's degree,none,78,90,93,87.0,22.7,97.4,high,often,yes,8.8,yes,B
male,group E,some college,completed,49,52,51,50.67,9.4,82.3,low,rarely,no,6.9,yes,C
female,group B,high school,none,71,87,82,80.0,16.7,94.9,high,sometimes,yes,8.6,yes,A
female,group C,some high school,none,48,58,52,52.67,5.1,94.6,medium,rarely,yes,5.5,no,D
male,group C,high school,none,62,67,58,62.33,10.3,92.7,low,often,no,6.2,yes,C
female,group C,associate's degree,completed,56,68,70,64.67,14.4,87.7,high,often,yes,6.1,yes,C
female,group C,some high school,none,65,69,76,70.0,12.0,90.8,medium,always,yes,6.8,yes,B
female,group D,some high school,completed,69,86,81,78.67,18.2,89.7,high,always,yes,8.4,yes,A
male,group B,some high school,none,68,54,53,58.33,11.7,89.9,medium,sometimes,no,6.2,yes,D
female,group A,some college,none,61,60,57,59.33,12.6,95.7,medium,often,yes,5.8,no,F
female,group C,bachelor's degree,completed,74,86,89,83.0,16.9,100.0,medium,always,yes,7.4,yes,A
male,group A,bachelor's degree,none,64,60,58,60.67,7.5,86.6,low,sometimes,no,6.9,yes,C
female,group B,high school,completed,77,82,89,82.67,18.9,100.0,high,always,yes,7.3,yes,B
male,group B,some college,none,58,50,45,51.0,4.0,78.3,low,sometimes,no,5.5,yes,D
female,group C,high school,completed,60,64,74,66.0,11.6,86.7,high,sometimes,no,6.0,yes,C
male,group E,high school,none,73,64,57,64.67,10.4,83.0,medium,sometimes,no,7.6,yes,C
female,group A,high school,completed,75,82,79,78.67,16.6,93.3,high,often,yes,8.5,yes,B
male,group B,associate's degree,completed,58,57,53,56.0,9.6,95.0,high,sometimes,no,6.8,yes,C
female,group C,associate's degree,none,66,77,73,72.0,17.1,100.0,high,often,yes,6.9,yes,B
female,group D,high school,none,39,52,46,45.67,8.2,76.7,medium,rarely,no,5.2,yes,C
male,group C,some high school,none,64,58,51,57.67,14.6,95.4,medium,sometimes,no,5.7,yes,D
female,group B,high school,completed,23,44,36,34.33,9.6,71.5,low,sometimes,yes,5.2,yes,F
male,group B,some college,completed,74,77,76,75.67,14.8,100.0,medium,sometimes,no,7.8,yes,B
female,group D,some high school,completed,40,65,64,56.33,8.0,80.5,low,sometimes,no,6.1,no,C
male,group E,master's degree,none,90,85,84,86.33,20.6,92.0,medium,always,no,8.8,no,A
male,group C,master's degree,completed,91,85,85,87.0,32.6,95.6,medium,always,yes,7.3,yes,A
male,group D,high school,none,64,54,50,56.0,12.4,87.7,high,rarely,yes,6.0,yes,D
female,group C,high school,none,59,72,68,66.33,12.3,99.6,high,often,no,7.1,no,C
male,group D,associate's degree,none,80,75,69,74.67,14.0,91.2,medium,often,no,6.6,yes,B
male,group C,master's degree,none,71,67,67,68.33,5.6,85.0,medium,sometimes,no,7.6,yes,C
female,group A,high school,none,61,68,63,64.0,8.3,87.7,medium,rarely,yes,7.6,yes,B
female,group E,some college,none,87,85,93,88.33,19.7,100.0,high,always,yes,8.0,no,B
male,group E,some high school,none,82,67,61,70.0,12.2,99.6,low,often,no,6.8,no,A
male,group C,some high school,none,62,64,55,60.33,10.1,98.5,high,rarely,yes,7.2,yes,D
female,group B,bachelor's degree,none,97,97,96,96.67,33.3,95.6,medium,often,no,7.4,yes,A
male,group B,some college,none,75,68,65,69.33,11.0,84.5,medium,often,no,7.6,yes,C
female,group C,bachelor's degree,none,65,79,81,75.0,16.3,90.5,high,always,yes,8.8,no,A
male,group B,high school,completed,52,49,46,49.0,6.3,82.4,low,rarely,no,6.9,yes,C
male,group C,associate's degree,none,87,73,72,77.33,16.2,92.6,high,often,yes,7.4,yes,B
female,group C,associate's degree,none,53,62,53,56.0,12.7,82.8,low,sometimes,no,6.9,yes,D
female,group E,master's degree,none,81,86,87,84.67,11.5,98.4,high,always,no,7.8,yes,B
male,group D,bachelor's degree,completed,39,42,38,39.67,8.5,73.3,low,rarely,yes,5.4,yes,D
female,group C,some college,completed,71,71,80,74.0,12.6,85.7,medium,always,no,7.0,yes,C
male,group C,associate's degree,none,97,93,91,93.67,19.0,95.5,high,often,yes,8.8,yes,A
male,group D,some college,completed,82,82,88,84.0,19.3,89.0,high,often,yes,7.1,yes,A
male,group C,high school,none,59,53,52,54.67,7.6,91.0,low,rarely,no,5.3,no,D
male,group B,associate's degree,none,61,42,41,48.0,4.5,91.3,low,rarely,no,6.7,yes,C
male,group E,associate's degree,completed,78,74,72,74.67,15.7,100.0,low,often,no,6.0,yes,B
male,group C,associate's degree,none,49,51,51,50.33,5.6,76.9,high,rarely,no,6.4,yes,F
male,group B,high school,none,59,58,47,54.67,6.3,86.2,high,sometimes,yes,5.3,no,D
female,group C,some college,completed,70,72,76,72.67,16.6,93.6,low,always,yes,6.8,yes,B
male,group B,associate's degree,completed,82,84,78,81.33,17.5,100.0,high,sometimes,yes,8.1,no,B
male,group E,associate's degree,none,90,90,82,87.33,31.9,95.2,high,always,yes,7.1,no,A
female,group C,bachelor's degree,none,43,62,61,55.33,7.4,80.1,high,sometimes,no,6.8,yes,D
male,group C,some college,none,80,64,66,70.0,10.4,87.1,high,always,yes,6.8,yes,A
male,group D,some college,none,81,82,84,82.33,12.4,91.6,high,always,yes,7.4,yes,B
male,group C,some high school,none,57,61,54,57.33,7.4,80.7,low,often,no,6.6,no,D
female,group D,some high school,none,59,72,80,70.33,16.0,93.3,low,always,yes,6.3,yes,B
female,group D,associate's degree,none,64,76,74,71.33,15.9,95.5,medium,always,yes,6.9,yes,B
male,group C,bachelor's degree,completed,63,64,66,64.33,12.8,89.3,medium,rarely,no,6.8,yes,B
female,group E,bachelor's degree,completed,71,70,70,70.33,12.1,93.2,high,often,no,7.0,yes,A
female,group B,high school,none,64,73,71,69.33,13.0,88.1,high,often,no,7.0,yes,C
male,group D,bachelor's degree,none,55,46,44,48.33,3.0,88.1,low,rarely,yes,5.4,yes,D
